,Project Number,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production
25034,4627-31678,10500.0,7.05,8276.0
25035,4188-013,73920.0,18.48,21693.0
25036,4643-30887,7260.0,4.84,5681.0
25037,4355-61378-GJ,1510.0,6.71,7876.0
25038,4555-70742,5724.0,9.54,11198.0
25039,4502-0259-Financing,0.0,6.16,7231.0
25040,4548-23834,33306.0,19.03,22341.0
25041,4354-97527,4446.0,7.41,8698.0
25042,4373-68384-GJ,6537.0,14.34,16827.0
25043,4355-67554-GJ,1789.0,11.77,13818.0
25044,4502-56160,34650.0,51.26,60165.0
25045,4175-006,30800.0,8.6,10095.0
25046,4555-68967,4056.0,6.76,7935.0
25047,4533-54870,8000.0,10.0,11738.0
25048,4533-86929,4680.0,9.36,10987.0
25049,4555-56991-GJ,5152.0,6.44,7560.0
25050,4154-69795,2485.0,16.35,19192.0
25051,4116-34725,4550.0,3.5,4108.0
25052,4154-91382,2756.0,13.78,16176.0
25053,4147-31024,9000.0,6.0,7043.0
25054,4250-88787,9720.0,16.2,19016.0
25055,4243-44026,9156.0,9.16,10748.0
25056,4493-35963,14663.0,12.75,14966.0
25057,4175-013,30200.0,8.4,9860.0
25058,4643-33595,1852.0,2.21,2588.0
25059,4116-98053,5760.0,14.4,16903.0
25060,4493-45291,9180.0,9.18,10776.0
25061,4124-010,19980.0,5.0,5863.0
25062,4382-100311,4176.0,10.44,12255.0
25063,4116-29121,74970.0,49.98,58669.0
25064,4629-90793-GJ,1800.0,9.0,10565.0
25065,4371-001,10825.0,4.55,5341.0
25066,4493-29806,36750.0,24.5,28759.0
25067,4362-45989,11730.0,12.24,14368.0
25068,4493-26607,12250.0,9.84,11551.0
25069,4578-23767,43750.0,48.96,57471.0
25070,4281-24275,8400.0,4.8,5634.0
25071,4154-62188-GJ,2354.0,7.85,9212.0
25072,4116-68763,7050.0,11.75,13793.0
25073,4202-28348,74880.0,49.92,58598.0
25074,4635-92731,1400.0,3.5,4108.0
25075,4376-81090-GJ,1346.0,10.35,12149.0
25076,4493-52222-GJ,7115.0,7.91,9279.0
25077,4635-72313,5494.0,9.16,10748.0
25078,4154-72706,3335.0,16.68,19576.0
25079,4355-91350-GJ,981.0,4.91,5758.0
25080,4362-65694,75750.0,197.2,231481.0
25081,4533-93461,3640.0,9.1,10682.0
25082,4301-61286-GJ,11772.0,14.72,17273.0
25083,4260-51728,7425.0,8.25,9684.0
25084,4629-81641-GJ,616.0,3.9,4578.0
25085,4493-39648,4655.0,6.13,7190.0
25086,4183-67596,8015.0,21.9,25707.0
25087,4170-24653,7975.0,4.6,5400.0
25088,4281-48503-GJ,8100.0,8.25,9684.0
25089,4149-025,12400.0,4.84,5681.0
25090,4355-63485-GJ,1570.0,5.23,6142.0
25091,4585-36912,8050.0,7.0,8217.0
25092,4369-23892,12250.0,13.5,15847.0
25093,4493-35876,14933.0,12.99,15242.0
25094,4355-92772-GJ,1235.0,11.66,13681.0
25095,4183-71080,5385.0,11.66,13681.0
25096,4355-53966-GJ,2400.0,6.0,7043.0
25097,4354-37559,6095.0,5.3,6221.0
25098,4117-36948,90380.0,93.84,110153.0
25099,4247-79662,6200.0,12.4,14556.0
25100,4362-67052,5670.0,8.1,9508.0
25101,4643-32094,4908.0,6.62,7765.0
25102,4362-37717,46750.0,46.75,54877.0
25103,4148-008,35000.0,10.25,12032.0
25104,4160-67283,1570.0,7.85,9212.0
25105,4533-78993,1380.0,4.0,4695.0
25106,4433-60496-GJ,1441.0,6.16,7231.0
25107,4116-112,45150.0,15.12,17748.0
25108,4260-40988-GJ,8100.0,8.1,9508.0
25109,4643-29977,8640.0,5.76,6761.0
25110,4323-43925,15105.0,15.11,17731.0
25111,4629-91290,2625.0,7.5,8804.0
25112,4507-25423,26740.0,15.36,18030.0
25113,4156-78251,8240.0,11.77,13818.0
25114,4160-52906-GJ,2744.0,6.86,8053.0
25115,4548-34146,63560.0,45.4,53292.0
25116,4555-72852,3816.0,7.02,8234.0
25117,4116-83124,3100.0,6.2,7278.0
25118,4564-30639,10500.0,10.5,12325.0
25119,4555-82742,2120.0,4.24,4977.0
25120,4533-85514,3900.0,7.8,9156.0
25121,4548-99881,2052.0,5.13,6022.0
25122,4604-64171,7718.0,11.2,13147.0
25123,4355-47429-GJ,4968.0,13.8,16199.0
25124,4281-98938,3360.0,8.4,9860.0
25125,4493-56098-GJ,3321.0,11.07,12994.0
25126,4376-0299-Financing,0.0,9.38,11011.0
25127,4147-50651,7425.0,8.25,9684.0
25128,4533-46079-GJ,5000.0,5.0,5869.0
25129,4548-72305,2592.0,4.32,5071.0
25130,4630-40965-GJ,10800.0,10.8,12677.0
25131,4533-47376,6000.0,6.5,7630.0
25132,4116-25419,42630.0,24.36,28595.0
25133,4373-97981,4680.0,7.8,9156.0
25134,4116-32065,7000.0,5.0,5869.0
25135,4376-92899-GJ,1308.0,6.54,7677.0
25136,4355-90874,936.0,4.68,5494.0
25137,4376-71800-GJ,2027.0,10.14,11899.0
25138,4116-52425,4320.0,4.8,5634.0
25139,4124-046,12100.0,4.05,4754.0
25140,4116-31474,10500.0,7.28,8546.0
25141,4533-76166,3432.0,5.72,6714.0
25142,4627-98707,50144.0,150.48,176639.0
25143,4502-31139,4920.0,3.38,3968.0
25144,4158-037,16800.0,4.2,4930.0
25145,4493-47916,4158.0,5.94,6973.0
25146,4548-82027,6480.0,12.96,15213.0
25147,4355-69901-GJ,1112.0,8.18,9596.0
25148,4533-97101,2912.0,7.28,8546.0
25149,4533-65011,5250.0,7.5,8804.0
25150,4643-28424,6141.0,6.11,7172.0
25151,4376-46196-GJ,5096.0,14.7,17255.0
25152,4154-96549,2304.0,11.52,13523.0
25153,4633-100040,2688.0,6.72,7888.0
25154,4611-32238,9800.0,7.42,8710.0
25155,4117-98899,102500.0,204.05,239522.0
25156,4116-099,125000.0,25.74,30215.0
25157,4533-38006,7500.0,7.5,8804.0
25158,4147-41662,7290.0,7.29,8557.0
25159,4116-29483,10500.0,7.05,8276.0
25160,4116-19681,6300.0,3.6,4226.0
25161,4281-91573,2394.0,5.99,7025.0
25162,4548-79764,2295.0,4.59,5388.0
25163,4404-31470,6525.0,4.35,5106.0
25164,4158-021,21560.0,5.52,6480.0
25165,4243-67444,3205.0,4.58,5374.0
25166,4156-80439,3924.0,6.54,7677.0
25167,4533-67449,4900.0,7.0,8217.0
25168,4355-0052-Financing,0.0,3.8,4455.0
25169,4629-0168-Financing,0.0,10.88,12771.0
25170,4116-36691,4313.0,3.75,4402.0
25171,4611-94664,2916.0,7.29,8557.0
25172,4135-20177,6300.0,3.68,4320.0
25173,4502-67366,2806.0,14.03,16469.0
25174,4502-55237,1935.0,7.15,8393.0
25175,4362-65913,76674.0,200.1,234885.0
25176,4355-68921,2520.0,12.6,14790.0
25177,4362-36320,53763.0,46.75,54877.0
25178,4161-22996,5827.5,3.33,3909.0
25179,4158-122,23350.0,7.74,9086.0
25180,4355-56273-GJ,2649.0,8.83,10364.0
25181,4376-0164-Financing,0.0,6.9,8099.0
25182,4355-48080-GJ,4500.0,9.0,10565.0
25183,4116-76757,3355.0,6.82,8006.0
25184,4355-71811-GJ,1629.0,10.72,12584.0
25185,4354-76497-GJ,3528.0,5.04,5916.0
25186,4323-40228,6388.0,8.75,10271.0
25187,4376-68254XX-JP,21938.0,48.75,57225.0
25188,4304-20645,7717.5,4.41,5177.0
25189,4629-28076,10440.0,6.96,8170.0
25190,4562-25722,4935.0,2.82,3310.0
25191,4149-009,22280.0,5.76,6761.0
25192,4250-78379,4911.0,7.02,8234.0
25193,4116-98152,155438.46,735.66,863547.0
25194,4533-87200,7020.0,14.04,16481.0
25195,4635-62823,7554.0,10.79,12667.0
25196,4135-27992,7650.0,5.1,5987.0
25197,4147-24047,6300.0,3.6,4226.0
25198,4585-101443,5632.0,14.08,16528.0
25199,4362-48023,47024.0,53.68,63012.0
25200,4271-21491,73500.0,42.0,49301.0
25201,4376-47513-GJ,3674.0,9.3,10917.0
25202,4443-87131,3965.0,7.93,9309.0
25203,4183-57583,8660.0,13.75,16140.0
25204,4609-37231A,28457.0,24.75,29047.0
25205,4643-31632,3675.0,2.45,2876.0
25206,4643-30809,7665.0,7.92,9297.0
25207,4502-61849-GJ,7182.0,10.26,12044.0
25208,4355-66314-GJ,1177.0,5.89,6909.0
25209,4175-001,26660.0,7.22,8475.0
25210,4376-96553,1932.0,9.66,11339.0
25211,4555-76358,14256.0,23.76,27890.0
25212,4154-59930,3041.0,10.14,11899.0
25213,4116-58726,4216.0,5.27,6186.0
25214,4135-36574,9005.0,7.83,9191.0
25215,4355-90400-GJ,1788.0,13.55,15900.0
25216,4355-75552-GJ,1279.0,11.03,12942.0
25217,4116-37164,4888.0,4.34,5089.0
25218,4376-61461-GJ,3335.0,11.12,13051.0
25219,4533-71139,3120.0,5.2,6104.0
25220,4116-49360,6750.0,7.8,9156.0
25221,4355-0157-Financing,0.0,8.63,10124.0
25222,4635-85966,4905.0,10.75,12619.0
25223,4633-79590,2943.0,5.89,6909.0
25224,4376-66684-GJ,1439.0,7.19,8445.0
25225,4202-94798,41374.0,129.58,152106.0
25226,4333-19629,14320.0,5.16,6057.0
25227,4533-86250,5700.0,11.4,13382.0
25228,4170-014,172312.0,49.1,57640.0
25229,4116-31007,6615.0,4.41,5177.0
25230,4354-100467,2886.0,7.93,9309.0
25231,4443-52510,6480.0,7.2,8452.0
25232,4643-27687,6257.0,5.28,6198.0
25233,4533-102431,5720.0,14.3,16786.0
25234,4473-66276,8327.0,11.9,13963.0
25235,4493-37218,13104.0,11.4,13376.0
25236,4183-64402,3205.0,4.58,5374.0
25237,4154-48004,3162.0,8.18,9596.0
25238,4116-33314,9800.0,7.2,8452.0
25239,4611-58528,4896.0,6.12,7184.0
25240,4555-78428,2745.0,5.49,6444.0
25241,4533-99670,3328.0,8.32,9766.0
25242,4375-31147,25725.0,17.15,20131.0
25243,4362-44578,6615.0,6.89,8082.0
25244,4154-61654-GJ,3434.0,11.45,13435.0
25245,4116-30487,10500.0,7.05,8276.0
25246,4493-36497,14950.0,13.0,15260.0
25247,4124-015,20120.0,5.04,5916.0
25248,4117-012,20600.0,5.2,6104.0
25249,4154-48240-GJ,3434.0,6.87,8061.0
25250,4260-31923,9800.0,15.0,17608.0
25251,4376-93183-GJ,1594.0,10.35,12149.0
25252,4355-65149,87000.0,828.94,973043.0
25253,4354-90182,6720.0,11.2,13147.0
25254,4281-63093,5985.0,8.84,10377.0
25255,4117-43261,6600.0,6.6,7747.0
25256,4493-29329,8250.0,5.5,6456.0
25257,4354-27990,7875.0,7.5,8804.0
25258,4283-21058,7840.0,4.48,5259.0
25259,4629-61174-GJ,2279.0,7.6,8915.0
25260,4154-89931-GJ,2224.0,11.12,13051.0
25261,4154-60855-GJ,2354.0,7.85,9212.0
25262,4209-005,20480.0,5.16,6057.0
25263,4375-30672,75000.0,54.88,64420.0
25264,4244-19958,14700.0,8.4,9860.0
25265,4116-39323-GJ,9000.0,9.0,10565.0
25266,4362-64400,4536.0,6.48,7606.0
25267,4533-101843,2394.0,5.99,7025.0
25268,4630-59439,10560.0,13.2,15495.0
25269,4362-66227,6615.0,9.45,11093.0
25270,4135-038,20120.0,5.04,5916.0
25271,4116-88395,6975.0,13.95,16375.0
25272,4630-71517,6600.0,11.0,12912.0
25273,4116-48133,8100.0,8.1,9508.0
25274,4170-19224,8750.0,5.06,5940.0
25275,4154-48069-GJ,3434.0,6.87,8061.0
25276,4188-22929,12250.0,8.46,9931.0
25277,4633-60065-GJ,4186.0,5.23,6142.0
25278,4116-20052,8750.0,5.04,5916.0
25279,4116-76264,2928.0,4.96,5822.0
25280,4260-100182,6360.0,15.9,18664.0
25281,4238-21297,14112.0,8.06,9466.0
25282,4404-22401,10631.0,6.08,7131.0
25283,4473-27502,10500.0,12.24,14368.0
25284,4202-24228,18480.0,10.56,12396.0
25285,4355-63167-GJ,2039.0,8.83,10364.0
25286,4369-002,12100.0,5.4,6339.0
25287,4354-69056-GJ,3920.0,5.6,6574.0
25288,4548-85810,4455.0,8.91,10459.0
25289,4594-65556,816.0,4.08,4789.0
25290,4156-24233,12250.0,7.2,8452.0
25291,4362-35390,14040.0,10.8,12677.0
25292,4158-159,13315.0,6.21,7290.0
25293,4550-30838,75000.0,50.49,59267.0
25294,4117-36511,7326.0,5.64,6615.0
25295,4154-73460,1373.0,6.87,8061.0
25296,4533-101522,1976.0,4.94,5799.0
25297,4116-117,11340.0,3.85,4519.0
25298,4242-002,20000.0,8.2,9625.0
25299,4443-98462,3000.0,7.5,8804.0
25300,4443-70599-GJ,4368.0,7.28,8546.0
25301,4154-47515-GJ,6704.0,13.41,15738.0
25302,4116-85540,4500.0,9.0,10565.0
25303,4362-48510,15300.0,15.6,18312.0
25304,4548-35870,28980.0,26.4,30989.0
25305,4611-32994,4200.0,3.12,3662.0
25306,4564-79993,2227.0,6.1,7160.0
25307,4564-39593,6210.0,9.0,10565.0
25308,4170-19891,6440.0,3.78,4437.0
25309,4217-36234,17250.0,15.0,17608.0
25310,4643-29714,3780.0,3.6,4226.0
25311,4149-41754,8320.0,8.32,9766.0
25312,4116-62941-GJ,7686.0,10.98,12889.0
25313,4633-41285,6540.0,6.54,7677.0
25314,4116-102008,2232.0,5.58,6550.0
25315,4154-58795-GJ,3826.0,12.75,14970.0
25316,4443-41120-GJ,10500.0,10.5,12325.0
25317,4533-35342,4134.0,3.24,3803.0
25318,4158-075,35000.0,10.32,12114.0
25319,4354-29508,9555.0,6.37,7477.0
25320,4629-77735,1554.0,10.5,12325.0
25321,4362-51531,5508.0,6.24,7325.0
25322,4243-87079,3532.0,5.89,6909.0
25323,4154-61506-GJ,1887.0,8.5,9980.0
25324,4362-37156,20700.0,18.08,21223.0
25325,4493-50238,7803.0,8.67,10177.0
25326,4643-32111,2464.0,1.76,2066.0
25327,4564-44969,2070.0,3.0,3522.0
25328,4119-19705,8750.0,5.04,5916.0
25329,4355-100911,2588.0,5.18,6075.0
25330,4255-23355,12250.0,7.05,8276.0
25331,4635-23058,24150.0,13.8,16199.0
25332,4116-94657,900.0,2.25,2641.0
25333,4433-48921-GJ,2495.0,9.88,11598.0
25334,4533-76156,6000.0,10.2,11973.0
25335,4116-25682,42630.0,25.38,29792.0
25336,4160-48349,3105.0,6.21,7290.0
25337,4116-44730,4130.0,4.13,4848.0
25338,4493-46812-GJ,6000.0,6.5,7630.0
25339,4154-50603-GJ,3877.0,12.75,14970.0
25340,4117-36835,187076.0,185.64,217912.0
25341,4154-93191-GJ,1112.0,5.56,6525.0
25342,4354-97424,3072.0,5.36,6292.0
25343,4376-63376-GJ,2747.0,9.16,10748.0
25344,4493-27983,10500.0,9.66,11339.0
25345,4355-60795-GJ,2654.0,8.85,10383.0
25346,4354-69955,1960.0,2.8,3287.0
25347,4354-76500-GJ,2087.0,4.2,4930.0
25348,4145-25713,12250.0,7.2,8452.0
25349,4439-29953,4590.0,3.06,3592.0
25350,4507-23159A,21367.5,12.21,14333.0
25351,4148-30326,6120.0,4.08,4789.0
25352,4493-25076,10719.0,6.13,7190.0
25353,4154-94506-GJ,1193.0,7.85,9212.0
25354,4629-90987,1560.0,7.8,9156.0
25355,4209-006,20480.0,5.16,6057.0
25356,4473-89020,6128.0,12.29,14421.0
25357,4643-31359,3396.0,2.94,3451.0
25358,4376-51023,4447.0,11.12,13051.0
25359,4548-32945,65800.0,47.0,55170.0
25360,4611-36153,9143.0,8.1,9508.0
25361,4156-42530,8057.0,10.46,12283.0
25362,4124-20887,9660.0,5.52,6480.0
25363,4341-001,63450.0,25.38,29792.0
25364,4627-70770,3600.0,6.0,7043.0
25365,4604-48363,11340.0,11.34,13311.0
25366,4247-76126,3072.0,5.12,6010.0
25367,4156-56277,5232.0,6.54,7677.0
25368,4443-34142,9100.0,6.63,7783.0
25369,4135-065,37800.0,15.12,17748.0
25370,4473-45384-GJ,6720.0,6.72,7888.0
25371,4235-41963,4950.0,4.95,5811.0
25372,4116-40700,5000.0,5.1,5987.0
25373,4354-39358-GJ,8215.0,8.22,9643.0
25374,4158-061,20480.0,5.16,6057.0
25375,4116-72650,5700.0,9.5,11151.0
25376,4548-97103,3240.0,8.1,9508.0
25377,4362-41627,10000.0,10.07,11815.0
25378,4202-19607,96179.63,24.96,29299.0
25379,4281-51496,5544.0,6.16,7231.0
25380,4611-100570,5952.0,14.88,17467.0
25381,4633-42359,7848.0,7.85,9212.0
25382,4279-31903,9800.0,7.02,8240.0
25383,4609-19218,54670.0,31.73,37240.0
25384,4473-29094,19125.0,12.75,14966.0
25385,4158-20809,11655.0,6.48,7606.0
25386,4611-26468,66937.0,38.25,44899.0
25387,4362-36000,10438.0,13.16,15442.0
25388,4362-36575,24300.0,39.6,46484.0
25389,4533-42355-GJ,8500.0,8.5,9978.0
25390,4147-69429,7869.0,13.12,15395.0
25391,4260-37320,10800.0,10.8,12677.0
25392,4433-72674-GJ,1611.0,10.46,12283.0
25393,4202-36513,200000.0,250.0,293460.0
25394,4183-77218,2176.0,6.3,7395.0
25395,4548-76224,5832.0,9.72,11410.0
25396,4630-32343,9800.0,7.2,8452.0
25397,4373-50282,24300.0,24.3,28524.0
25398,4629-84172YYGJ,1390.0,9.52,11175.0
25399,4630-100198,3120.0,7.8,9156.0
25400,4376-80011-GJ,1897.0,9.48,11132.0
25401,4354-62325-GJ,5040.0,6.3,7395.0
25402,4376-54292-GJ,2880.0,7.2,8452.0
25403,4175-20745,14490.0,8.46,9931.0
25404,4533-64002-GJ,2700.0,4.68,5494.0
25405,4116-93455,4200.0,10.5,12325.0
25406,4154-88251-GJ,969.0,6.21,7293.0
25407,4119-23720,9870.0,5.64,6620.0
25408,4340-72881,6076.0,8.68,10189.0
25409,4124-007,15120.0,3.78,4437.0
25410,4575-31654,75000.0,51.48,60429.0
25411,4376-89887,5000.0,25.92,30426.0
25412,4637-91265,14478.0,36.2,42487.0
25413,4354-69563-GJ,5684.0,8.12,9532.0
25414,4369-26772,65002.5,37.26,43737.0
25415,4355-46172-GJ,6377.0,12.75,14970.0
25416,4426-27309,7650.0,5.1,5987.0
25417,4464-101822,7208.0,18.02,21153.0
25418,4154-68150,1608.0,8.04,9438.0
25419,4629-58919-GJ,2205.0,7.35,8628.0
25420,4533-59426,4800.0,6.0,7043.0
25421,4116-98925,2232.0,5.58,6550.0
25422,4629-80293-GJ,2142.0,10.71,12572.0
25423,4202-24266,55860.0,31.92,37469.0
25424,4627-76466,4270.0,8.54,10025.0
25425,4243-30971,6063.75,5.39,6327.0
25426,4464-42917,3500.0,3.5,4108.0
25427,4633-35987,4889.0,4.25,4990.0
25428,4208-005,21200.0,5.4,6339.0
25429,4362-59473,7488.0,9.36,10987.0
25430,4116-33339,4200.0,3.0,3522.0
25431,4533-92686,2184.0,5.46,6409.0
25432,4188-003,12800.0,3.2,3756.0
25433,4533-98745,3848.0,9.62,11292.0
25434,4116-88968,4805.0,9.61,11281.0
25435,4116-37355,4560.0,4.69,5505.0
25436,4156-006,24200.0,6.56,7700.0
25437,4309-94238,3780.0,6.3,7395.0
25438,4534-20886,25480.0,14.56,17091.0
25439,4443-68377,3588.0,5.98,7020.0
25440,4629-0281-Financing,0.0,7.2,8452.0
25441,4116-57311-GJ,4080.0,5.1,5987.0
25442,4564-55457,2033.0,3.3,3874.0
25443,4281-33320,7348.0,5.94,6973.0
25444,4116-42768,5000.0,5.1,5987.0
25445,4158-150,12280.0,5.52,6480.0
25446,4611-70025-GJ,8052.0,13.64,16011.0
25447,4554-82973,4800.0,9.6,11269.0
25448,4202-93958,41195.0,52.39,61497.0
25449,4116-101788,2232.0,5.58,6550.0
25450,4154-88294,2747.0,13.73,16122.0
25451,4594-89375,896.0,4.48,5259.0
25452,4533-60550,6300.0,9.0,10565.0
25453,4124-19646,6772.5,3.87,4543.0
25454,4362-44511,12250.0,12.25,14380.0
25455,4355-81107-GJ,716.0,4.91,5758.0
25456,4629-63308-GJ,2862.0,9.54,11198.0
25457,4594-55056,3864.0,12.88,15119.0
25458,4443-44083,12000.0,12.0,14086.0
25459,4362-44344,57505.5,176.4,207065.0
25460,4355-86341,1534.0,11.12,13051.0
25461,4493-41665-GJ,10500.0,10.5,12325.0
25462,4116-57372,6600.0,8.25,9684.0
25463,4355-71864-GJ,2158.0,10.79,12667.0
25464,4116-30998,4410.0,2.94,3451.0
25465,4611-49390,8586.0,9.72,11410.0
25466,4611-75448,5814.0,9.69,11375.0
25467,4154-0315-Financing,0.0,10.56,12396.0
25468,4154-54211,5520.0,13.8,16199.0
25469,4154-19906,87500.0,50.49,59267.0
25470,4629-52260-GJ,2964.0,9.75,11445.0
25471,4355-52391,3139.0,7.85,9212.0
25472,4390-90617,7168.0,8.96,10518.0
25473,4362-37568,91280.0,121.44,142551.0
25474,4611-40849,9720.0,9.72,11410.0
25475,4154-55761-GJ,1373.0,4.58,5374.0
25476,4643-28495,10500.0,7.2,8452.0
25477,4154-63384-GJ,2943.0,9.81,11515.0
25478,4643-31030,8011.0,6.76,7935.0
25479,4116-23645,12075.0,6.9,8099.0
25480,4291-22932,6440.0,3.76,4414.0
25481,4362-42532,9735.0,9.74,11427.0
25482,4376-77036-GJ,2484.0,12.42,14579.0
25483,4117-39325,8330.0,8.33,9778.0
25484,4116-99867,1364.0,3.41,4003.0
25485,4635-72859-GJ,6834.0,11.39,13370.0
25486,4116-48574,12000.0,12.0,14086.0
25487,4611-29117,22950.0,15.3,17960.0
25488,4493-57782-GJ,1416.0,6.21,7290.0
25489,4355-89146,2952.0,14.76,17326.0
25490,4149-21073,8855.0,5.06,5940.0
25491,4116-38472,7500.0,7.5,8804.0
25492,4493-50509-GJ,6426.0,7.65,8980.0
25493,4180-003,5376.0,1.34,1578.0
25494,4643-31690,7207.0,6.24,7325.0
25495,4124-035,13320.0,3.33,3909.0
25496,4473-45616,7840.0,7.84,9203.0
25497,4533-100771,3470.0,12.22,14344.0
25498,4202-34739,53200.0,38.0,44606.0
25499,4158-006,18900.0,4.2,4930.0
25500,4202-23969,17640.0,10.08,11832.0
25501,4362-30945,14108.0,9.41,11040.0
25502,4548-100592,4216.0,10.54,12372.0
25503,4493-28346,10500.0,9.5,11151.0
25504,4122-002,224500.0,51.24,60148.0
25505,4158-004,27080.0,7.36,8639.0
25506,4635-34201,9275.0,6.63,7777.0
25507,4354-62925-GJ,9408.0,11.76,13804.0
25508,4611-22716,5635.0,3.22,3780.0
25509,4533-69787,3000.0,5.0,5869.0
25510,4643-30256,10500.0,7.68,9015.0
25511,4594-81596,1431.0,10.08,11832.0
25512,4355-94864-GJ,1242.0,6.21,7290.0
25513,4154-57124-GJ,2252.0,11.45,13435.0
25514,4116-045,142600.0,29.4,34511.0
25515,4260-59459,10944.0,13.68,16058.0
25516,4533-84070,5460.0,10.92,12818.0
25517,4154-53804-GJ,7063.0,17.66,20728.0
25518,4629-63493-GJ,2880.0,11.1,13030.0
25519,4433-47849-GJ,3736.0,10.14,11903.0
25520,4202-45143,6500.0,6.5,7630.0
25521,4376-35764,7176.0,5.52,6480.0
25522,4362-35661,200000.0,201.19,236165.0
25523,4147-031,67200.0,13.44,15776.0
25524,4635-32595,8400.0,6.0,7043.0
25525,4493-31455,5363.0,5.5,6456.0
25526,4274-27818,74880.0,49.92,58598.0
25527,4633-100991,3139.0,7.85,9212.0
25528,4618-29295,75000.0,50.0,58692.0
25529,4149-73299-GJ,7068.0,12.16,14274.0
25530,4333-20078,77175.0,44.1,51766.0
25531,4493-48257,8250.0,12.5,14673.0
25532,4154-64104,3074.0,15.37,18041.0
25533,4643-31543,10500.0,8.82,10353.0
25534,4643-27354,10500.0,7.05,8276.0
25535,4376-27062,5760.0,3.84,4508.0
25536,4594-77875,2547.0,17.69,20765.0
25537,4238-31807,10500.0,7.2,8452.0
25538,4354-76492-GJ,7350.0,10.5,12325.0
25539,4355-69340-GJ,1439.0,7.19,8445.0
25540,4433-54091-GJ,1818.0,6.54,7677.0
25541,4362-54777,5100.0,6.5,7630.0
25542,4493-28060,10500.0,7.13,8369.0
25543,4369-28533,8829.0,5.89,6909.0
25544,4154-81382,1373.0,6.87,8061.0
25545,4116-23075,25872.0,14.78,17354.0
25546,4255-26174,21420.0,12.24,14368.0
25547,4362-25142,79960.0,49.14,57682.0
25548,4643-31443,3960.0,2.64,3099.0
25549,4633-89349,1570.0,3.92,4606.0
25550,4633-38217,6360.0,6.36,7466.0
25551,4116-67065,3416.0,4.96,5822.0
25552,4362-65008,89056.0,204.0,239463.0
25553,4154-78820-GJ,2158.0,10.79,12667.0
25554,4116-031,31460.0,8.82,10353.0
25555,4279-45542,14840.0,14.88,17467.0
25556,4117-42651,3000.0,3.0,3522.0
25557,4354-40892,6360.0,6.36,7466.0
25558,4538-24950,24080.0,13.76,16152.0
25559,4564-64426,3399.0,7.14,8381.0
25560,4355-58010-GJ,2158.0,7.19,8445.0
25561,4354-30742,3412.5,3.5,4108.0
25562,4555-76743,1855.0,3.71,4355.0
25563,4117-39989,7830.0,7.83,9191.0
25564,4633-44973,7848.0,7.85,9212.0
25565,4362-33883,47040.0,52.0,61040.0
25566,4643-33119,9800.0,8.09,9490.0
25567,4635-27906,7848.0,5.23,6142.0
25568,4280-19595,8750.0,8.23,9655.0
25569,4443-99861,3712.0,9.28,10893.0
25570,4170-22276,12075.0,6.9,8099.0
25571,4247-41757,9010.0,9.01,10576.0
25572,4116-53252,7200.0,8.0,9391.0
25573,4473-95841,5670.0,14.18,16639.0
25574,4116-70783-GJ,3660.0,6.2,7278.0
25575,4502-89597YYGJ,1000.0,5.0,5869.0
25576,4611-40897,50240.0,50.4,59162.0
25577,4116-21357,9450.0,5.4,6339.0
25578,4375-21888,87500.0,55.93,65653.0
25579,4643-29921,7290.0,6.48,7606.0
25580,4443-60548,6160.0,8.8,10330.0
25581,4116-182,125000.0,25.38,29792.0
25582,4116-35976,4025.0,3.5,4108.0
25583,4354-72169,4410.0,6.3,7395.0
25584,4433-52014-GJ,1470.0,3.68,4314.0
25585,4611-66773,22856.0,59.83,70231.0
25586,4629-51802-GJ,3840.0,9.6,11269.0
25587,4493-43202,8750.0,8.75,10271.0
25588,4548-33184,19600.0,14.64,17185.0
25589,4629-92818,1092.0,7.0,8217.0
25590,4630-83989,5940.0,11.88,13945.0
25591,4635-61192,5951.0,8.5,9980.0
25592,4369-20016,8750.0,5.4,6339.0
25593,4635-41545,6630.0,6.63,7783.0
25594,4116-25246,6300.0,3.6,4226.0
25595,4564-51745,6435.0,7.15,8393.0
25596,4643-28621,7035.0,7.92,9297.0
25597,4548-72685,3360.0,5.6,6574.0
25598,4170-19835,8741.25,5.04,5916.0
25599,4550-66634,4176.0,6.96,8170.0
25600,4382-78281,1140.0,2.28,2676.0
25601,4355-62709-GJC,10019.0,22.27,26136.0
25602,4611-98458,2200.0,5.5,6456.0
25603,4633-99364,2048.0,5.12,6010.0
25604,4354-91131,2268.0,3.78,4437.0
25605,4170-21133,7770.0,4.44,5212.0
25606,4243-35198,9581.0,7.37,8651.0
25607,4156-78266,6762.0,10.01,11744.0
25608,4362-38589,19800.0,19.8,23242.0
25609,4373-87018,3402.0,5.67,6656.0
25610,4493-30252,10500.0,7.8,9156.0
25611,4170-046,175000.0,50.02,58715.0
25612,4116-26187,81060.0,49.98,58669.0
25613,4224-30556,12150.0,8.1,9508.0
25614,4260-26713,20160.0,11.52,13523.0
25615,4493-32785,9800.0,8.09,9490.0
25616,4156-72121,4702.0,8.5,9980.0
25617,4533-82771,1650.0,3.3,3874.0
25618,4548-31937,8778.0,6.27,7360.0
25619,4502-40470,4590.0,4.59,5388.0
25620,4281-37852,9520.0,9.6,11269.0
25621,4283-40561,3350.0,3.35,3932.0
25622,4120-19943,25480.0,15.12,17748.0
